brand,search_volume_relative,date,cpc_est,search_volume_abs,ad_spend_est
비에날씬,0.14729,2019-03-18,93,38.47435858952068,3578.1153488254236
비에날씬,0.10748,2019-03-19,93,28.075389104499177,2611.0111867184232
비에날씬,0.14331,2019-03-20,93,37.43472285602695,3481.4292256105064
비에날씬,0.60907,2019-03-21,93,159.09822517563558,14796.134941334109
비에날씬,0.207,2019-03-22,93,54.07150674201088,5028.650127007012
비에날씬,0.14331,2019-03-23,93,37.43472285602695,3481.4292256105064
비에날씬,0.14729,2019-03-24,93,38.47435858952068,3578.1153488254236
비에날씬,0.27468,2019-03-25,93,71.75053851157269,6672.80008157626
비에날씬,0.16719,2019-03-26,93,43.672537256989365,4061.545964900011
비에날씬,0.18312,2019-03-27,93,47.83369234104846,4448.533387717507
비에날씬,0.17914,2019-03-28,93,46.79405660755472,4351.8472645025895
비에날씬,0.41003,2019-03-29,93,107.10598990061216,9960.85706075693
비에날씬,0.23089,2019-03-30,93,60.31193329305745,5609.009796254343
비에날씬,0.207,2019-03-31,93,54.07150674201088,5028.650127007012
비에날씬,0.15923,2019-04-01,93,41.59326579000189,3868.1737184701756
비에날씬,0.73646,2019-04-02,93,192.3744050976876,17890.819674084945
비에날씬,0.2707,2019-04-03,93,70.71090277807896,6576.113958361343
비에날씬,0.207,2019-04-04,93,54.07150674201088,5028.650127007012
비에날씬,0.27866,2019-04-05,93,72.79017424506644,6769.486204791178
비에날씬,0.08757,2019-04-06,93,22.874598286946338,2127.3376406860093
비에날씬,0.16321,2019-04-07,93,42.632901523495626,3964.859841685093
비에날씬,0.207,2019-04-08,93,54.07150674201088,5028.650127007012
비에날씬,0.15923,2019-04-09,93,41.59326579000189,3868.1737184701756
비에날씬,0.21894,2019-04-10,93,57.19041394249208,5318.708496651763
비에날씬,0.19904,2019-04-11,93,51.99223527502341,4835.277880577177
비에날씬,0.11146,2019-04-12,93,29.11502483799291,2707.6973099333404
비에날씬,0.11942,2019-04-13,93,31.19429630498038,2901.0695563631753
비에날씬,0.07961,2019-04-14,93,20.79532681995887,1933.965394256175
비에날씬,0.22292,2019-04-15,93,58.23004967598582,5415.394619866681
비에날씬,0.21496,2019-04-16,93,56.150778208998354,5222.0223734368465
비에날씬,0.12738,2019-04-17,93,33.27356777196785,3094.4418027930096
비에날씬,0.71656,2019-04-18,93,187.1762264302189,17407.389058010358
비에날씬,0.23089,2019-04-19,93,60.31193329305745,5609.009796254343
비에날씬,0.207,2019-04-20,93,54.07150674201088,5028.650127007012
비에날씬,0.51751,2019-04-21,93,135.18137900511135,12571.868247475355
비에날씬,0.35031,2019-04-22,93,91.50622959803783,8510.079352617518
비에날씬,0.31847,2019-04-23,93,83.18914373008793,7736.590366898178
비에날씬,0.207,2019-04-24,93,54.07150674201088,5028.650127007012
비에날씬,0.21098,2019-04-25,93,55.11114247550461,5125.336250221929
비에날씬,0.19108,2019-04-26,93,49.91296380803593,4641.9056341473415
비에날씬,0.09554,2019-04-27,93,24.956481904017966,2320.9528170736708
비에날씬,0.14331,2019-04-28,93,37.43472285602695,3481.4292256105064
비에날씬,0.34633,2019-04-29,93,90.4665938645441,8413.3932294026
비에날씬,0.19108,2019-04-30,93,49.91296380803593,4641.9056341473415
비에날씬,0.24681,2019-05-01,93,64.47047622703239,5995.754289114013
비에날씬,0.18312,2019-05-02,93,47.83369234104846,4448.533387717507
비에날씬,0.13136,2019-05-03,93,34.31320350546159,3191.1279260079277
비에날씬,0.15923,2019-05-04,93,41.59326579000189,3868.1737184701756
비에날씬,0.12738,2019-05-05,93,33.27356777196785,3094.4418027930096
비에날씬,0.14331,2019-05-06,93,37.43472285602695,3481.4292256105064
비에날씬,0.13933,2019-05-07,93,36.39508712253322,3384.743102395589
비에날씬,0.62101,2019-05-08,93,162.21713237611678,15086.19331097886
비에날씬,0.24681,2019-05-09,93,64.47047622703239,5995.754289114013
비에날씬,0.17117,2019-05-10,93,44.7121729904831,4158.232088114928
비에날씬,0.90764,2019-05-11,93,237.08919023825484,22049.294692157702
비에날씬,0.16321,2019-05-12,93,42.632901523495626,3964.859841685093
비에날씬,1.23009,2019-05-13,93,321.3179697018365,29882.571182270793
비에날씬,1.80334,2019-05-14,93,471.0594732760284,43808.53101467065
비에날씬,0.59315,2019-05-15,93,154.93968224166062,14409.390448474438
비에날씬,0.87579,2019-05-16,93,228.7694922202208,21275.562776480536
비에날씬,0.37022,2019-05-17,93,96.70702041559066,8993.752898649931
비에날씬,0.26671,2019-05-18,93,69.66865489450106,6479.184905188598
비에날씬,0.27468,2019-05-19,93,71.75053851157269,6672.80008157626
비에날씬,0.2707,2019-05-20,93,70.71090277807896,6576.113958361343
비에날씬,0.67277,2019-05-21,93,175.73762121170364,16343.598772688438
비에날씬,0.46178,2019-05-22,93,120.6238665861149,11218.019592508686
비에날씬,0.34633,2019-05-23,93,90.4665938645441,8413.3932294026
비에날씬,0.21098,2019-05-24,93,55.11114247550461,5125.336250221929
비에날씬,0.17117,2019-05-25,93,44.7121729904831,4158.232088114928
비에날씬,0.42197,2019-05-26,93,110.22489710109338,10250.915430401685
비에날씬,0.18312,2019-05-27,93,47.83369234104846,4448.533387717507
비에날씬,0.24283,2019-05-28,93,63.430840493538646,5899.068165899094
비에날씬,0.207,2019-05-29,93,54.07150674201088,5028.650127007012
비에날씬,0.25875,2019-05-30,93,67.5893834275136,6285.812658758764
비에날씬,0.207,2019-05-31,93,54.07150674201088,5028.650127007012
비에날씬,0.1871,2019-06-01,93,48.873328074542194,4545.219510932424
비에날씬,0.49761,2019-06-02,93,129.98320033764267,12088.437631400768
비에날씬,0.38614,2019-06-03,93,100.8655633495656,9380.497391509602
비에날씬,1.12659,2019-06-04,93,294.2822163308311,27368.246118767293
비에날씬,0.25875,2019-06-05,93,67.5893834275136,6285.812658758764
비에날씬,0.15525,2019-06-06,93,40.55363005650816,3771.487595255259
비에날씬,0.21894,2019-06-07,93,57.19041394249208,5318.708496651763
비에날씬,0.22691,2019-06-08,93,59.27229755956371,5512.323673039426
비에날씬,0.12738,2019-06-09,93,33.27356777196785,3094.4418027930096
비에날씬,0.24283,2019-06-10,93,63.430840493538646,5899.068165899094
비에날씬,0.23885,2019-06-11,93,62.39120476004492,5802.382042684178
비에날씬,0.46178,2019-06-12,93,120.6238665861149,11218.019592508686
비에날씬,0.33041,2019-06-13,93,86.30805093056914,8026.64873654293
비에날씬,0.25477,2019-06-14,93,66.54974769401986,6189.126535543846
비에날씬,0.13933,2019-06-15,93,36.39508712253322,3384.743102395589
비에날씬,0.15127,2019-06-16,93,39.513994323014415,3674.8014720403407
비에날씬,0.46974,2019-06-17,93,122.70313805310236,11411.39183893852
비에날씬,0.42197,2019-06-18,93,110.22489710109338,10250.915430401685
비에날씬,0.86385,2019-06-19,93,225.6505850197396,20985.504406835782
비에날씬,0.43789,2019-06-20,93,114.38344003506832,10637.659923261353
비에날씬,0.72452,2019-06-21,93,189.2554978972064,17600.761304440195
비에날씬,0.207,2019-06-22,93,54.07150674201088,5028.650127007012
비에날씬,0.23487,2019-06-23,93,61.35156902655118,5705.69591946926
비에날씬,0.25477,2019-06-24,93,66.54974769401986,6189.126535543846
비에날씬,0.44984,2019-06-25,93,117.50495938563368,10927.961222863933
비에날씬,0.27866,2019-06-26,93,72.79017424506644,6769.486204791178
비에날씬,0.36226,2019-06-27,93,94.6277489486032,8800.380652220098
비에날씬,0.2707,2019-06-28,93,70.71090277807896,6576.113958361343
비에날씬,0.38614,2019-06-29,93,100.8655633495656,9380.497391509602
비에날씬,0.33837,2019-06-30,93,88.38732239755662,8220.020982972765
비에날씬,0.44585,2019-07-01,93,116.4627115020558,10831.032169691189
비에날씬,0.65684,2019-07-02,93,171.57646612764455,15956.611349870944
비에날씬,0.64092,2019-07-03,93,167.41792319366962,15569.866857011275
비에날씬,0.59315,2019-07-04,93,154.93968224166062,14409.390448474438
비에날씬,1.17038,2019-07-05,93,305.72082154934634,28432.03640408921
비에날씬,0.35031,2019-07-06,93,91.50622959803783,8510.079352617518
비에날씬,0.35828,2019-07-07,93,93.58811321510944,8703.694529005179
비에날씬,0.34633,2019-07-08,93,90.4665938645441,8413.3932294026
비에날씬,0.90366,2019-07-09,93,236.04955450476112,21952.608568942785
비에날씬,0.47372,2019-07-10,93,123.74277378659608,11508.077962153435
비에날씬,0.36226,2019-07-11,93,94.6277489486032,8800.380652220098
비에날씬,0.19506,2019-07-12,93,50.95259954152967,4738.591757362259
비에날씬,0.25875,2019-07-13,93,67.5893834275136,6285.812658758764
비에날씬,0.26671,2019-07-14,93,69.66865489450106,6479.184905188598
비에날씬,0.35828,2019-07-15,93,93.58811321510944,8703.694529005179
비에날씬,0.33837,2019-07-16,93,88.38732239755662,8220.020982972765
비에날씬,0.24681,2019-07-17,93,64.47047622703239,5995.754289114013
비에날씬,0.24681,2019-07-18,93,64.47047622703239,5995.754289114013
비에날씬,0.19108,2019-07-19,93,49.91296380803593,4641.9056341473415
비에날씬,0.61305,2019-07-20,93,160.1378609091293,14892.821064549025
비에날씬,0.23885,2019-07-21,93,62.39120476004492,5802.382042684178
비에날씬,0.36624,2019-07-22,93,95.66738468209692,8897.066775435014
비에날씬,0.47372,2019-07-23,93,123.74277378659608,11508.077962153435
비에날씬,0.17914,2019-07-24,93,46.79405660755472,4351.8472645025895
비에날씬,0.19506,2019-07-25,93,50.95259954152967,4738.591757362259
비에날씬,0.15127,2019-07-26,93,39.513994323014415,3674.8014720403407
비에날씬,0.38216,2019-07-27,93,99.82592761607188,9283.811268294685
비에날씬,0.27468,2019-07-28,93,71.75053851157269,6672.80008157626
비에날씬,0.2906,2019-07-29,93,75.90908144554764,7059.54457443593
비에날씬,0.17117,2019-07-30,93,44.7121729904831,4158.232088114928
비에날씬,0.29458,2019-07-31,93,76.94871717904137,7156.230697650847
비에날씬,0.19506,2019-08-01,93,50.95259954152967,4738.591757362259
비에날씬,0.16321,2019-08-02,93,42.632901523495626,3964.859841685093
비에날씬,0.09156,2019-08-03,93,23.91684617052423,2224.2666938587536
비에날씬,0.17914,2019-08-04,93,46.79405660755472,4351.8472645025895
비에날씬,0.23487,2019-08-05,93,61.35156902655118,5705.69591946926
비에날씬,0.15923,2019-08-06,93,41.59326579000189,3868.1737184701756
비에날씬,0.2906,2019-08-07,93,75.90908144554764,7059.54457443593
비에날씬,0.24681,2019-08-08,93,64.47047622703239,5995.754289114013
비에날씬,0.21496,2019-08-09,93,56.150778208998354,5222.0223734368465
비에날씬,0.21098,2019-08-10,93,55.11114247550461,5125.336250221929
비에날씬,0.16321,2019-08-11,93,42.632901523495626,3964.859841685093
비에날씬,0.23885,2019-08-12,93,62.39120476004492,5802.382042684178
비에날씬,0.5414,2019-08-13,93,141.42180555615792,13152.227916722686
비에날씬,0.25477,2019-08-14,93,66.54974769401986,6189.126535543846
비에날씬,0.15525,2019-08-15,93,40.55363005650816,3771.487595255259
비에날씬,0.17117,2019-08-16,93,44.7121729904831,4158.232088114928
비에날씬,0.20302,2019-08-17,93,53.03187100851714,4931.964003792094
비에날씬,0.15923,2019-08-18,93,41.59326579000189,3868.1737184701756
비에날씬,0.34235,2019-08-19,93,89.42695813105036,8316.707106187683
비에날씬,0.23089,2019-08-20,93,60.31193329305745,5609.009796254343
비에날씬,0.21894,2019-08-21,93,57.19041394249208,5318.708496651763
비에날씬,0.17914,2019-08-22,93,46.79405660755472,4351.8472645025895
비에날씬,0.207,2019-08-23,93,54.07150674201088,5028.650127007012
비에날씬,0.21098,2019-08-24,93,55.11114247550461,5125.336250221929
비에날씬,0.16321,2019-08-25,93,42.632901523495626,3964.859841685093
비에날씬,0.29856,2019-08-26,93,77.9883529125351,7252.916820865765
비에날씬,0.50955,2019-08-27,93,133.10210753812385,12378.496001045518
비에날씬,0.44187,2019-08-28,93,115.42307576856206,10734.346046476272
비에날씬,0.39012,2019-08-29,93,101.90519908305934,9477.183514724518
비에날씬,0.54936,2019-08-30,93,143.50107702314537,13345.60016315252
비에날씬,0.25875,2019-08-31,93,67.5893834275136,6285.812658758764
비에날씬,0.3105,2019-09-01,93,81.10726011301631,7542.975190510517
비에날씬,0.46178,2019-09-02,93,120.6238665861149,11218.019592508686
비에날씬,0.33041,2019-09-03,93,86.30805093056914,8026.64873654293
비에날씬,0.41003,2019-09-04,93,107.10598990061216,9960.85706075693
비에날씬,0.42993,2019-09-05,93,112.30416856808084,10444.287676831518
비에날씬,0.32643,2019-09-06,93,85.26841519707541,7929.9626133280135
비에날씬,0.15525,2019-09-07,93,40.55363005650816,3771.487595255259
비에날씬,0.17117,2019-09-08,93,44.7121729904831,4158.232088114928
비에날씬,0.30652,2019-09-09,93,80.06762437952258,7446.2890672956
비에날씬,0.34235,2019-09-10,93,89.42695813105036,8316.707106187683
비에날씬,0.23487,2019-09-11,93,61.35156902655118,5705.69591946926
비에날씬,0.27468,2019-09-12,93,71.75053851157269,6672.80008157626
비에날씬,0.19506,2019-09-13,93,50.95259954152967,4738.591757362259
비에날씬,2.42834,2019-09-14,93,634.3188535357232,58991.65337882226
비에날씬,1.57643,2019-09-15,93,411.78717571646473,38296.20734163122
비에날씬,1.5406,2019-09-16,93,402.427841964937,37425.78930273914
비에날씬,0.50955,2019-09-17,93,133.10210753812385,12378.496001045518
비에날씬,0.58519,2019-09-18,93,152.86041077467317,14216.018202044605
비에날씬,0.48168,2019-09-19,93,125.82204525358355,11701.45020858327
비에날씬,0.40605,2019-09-20,93,106.06635416711843,9864.170937542014
비에날씬,0.207,2019-09-21,93,54.07150674201088,5028.650127007012
비에날씬,0.4578,2019-09-22,93,119.58423085262116,11121.333469293768
비에날씬,0.33837,2019-09-23,93,88.38732239755662,8220.020982972765
비에날씬,0.58917,2019-09-24,93,153.9000465081669,14312.704325259521
비에날씬,0.31449,2019-09-25,93,82.1495079965942,7639.904243683261
비에날씬,0.2906,2019-09-26,93,75.90908144554764,7059.54457443593
비에날씬,0.24681,2019-09-27,93,64.47047622703239,5995.754289114013
비에날씬,0.16719,2019-09-28,93,43.672537256989365,4061.545964900011
비에날씬,0.29458,2019-09-29,93,76.94871717904137,7156.230697650847
비에날씬,0.56528,2019-09-30,93,147.65961995712033,13732.34465601219
비에날씬,0.80414,2019-10-01,93,210.0534368672494,19534.969628654195
비에날씬,0.98328,2019-10-02,93,256.84749347480414,23886.816893156785
비에날씬,0.60907,2019-10-03,93,159.09822517563558,14796.134941334109
비에날씬,3.18073,2019-10-04,93,830.8544137174698,77269.46047572469
비에날씬,0.7285,2019-10-05,93,190.2951336307001,17697.44742765511
비에날씬,0.51751,2019-10-06,93,135.18137900511135,12571.868247475355
비에날씬,2.48407,2019-10-07,93,648.8763659547196,60345.50203378893
비에날씬,0.70063,2019-10-08,93,183.0150713461598,17020.401635192862
비에날씬,6.36146,2019-10-09,93,1661.7088274349396,154538.92095144937
비에날씬,1.11464,2019-10-10,93,291.1606969802657,27077.94481916471
비에날씬,0.94745,2019-10-11,93,247.48815972327637,23016.398854264702
비에날씬,2.00636,2019-10-12,93,524.0913442845456,48740.49501846274
비에날씬,0.71656,2019-10-13,93,187.1762264302189,17407.389058010358
비에날씬,0.69267,2019-10-14,93,180.93579987917235,16827.02938876303
비에날씬,0.68073,2019-10-15,93,177.81689267869112,16536.971019118275
비에날씬,0.65684,2019-10-16,93,171.57646612764455,15956.611349870944
비에날씬,0.52945,2019-10-17,93,138.30028620559256,12861.926617120107
비에날씬,0.46974,2019-10-18,93,122.70313805310236,11411.39183893852
비에날씬,0.41799,2019-10-19,93,109.18526136759964,10154.229307186766
비에날씬,0.41401,2019-10-20,93,108.1456256341059,10057.543183971848
비에날씬,0.67277,2019-10-21,93,175.73762121170364,16343.598772688438
비에날씬,0.4777,2019-10-22,93,124.78240952008984,11604.764085368355
비에날씬,0.99124,2019-10-23,93,258.9267649417916,24080.18913958662
비에날씬,0.84792,2019-10-24,93,221.4894299356805,20598.516984018286
비에날씬,4.375,2019-10-25,93,1142.8156618178627,106281.85654906124
비에날씬,1.36146,2019-10-26,93,355.63378535738224,33073.94203823655
비에날씬,1.00716,2019-10-27,93,263.08530787576655,24466.93363244629
비에날씬,1.10668,2019-10-28,93,289.08142551327825,26884.572572734876
비에날씬,1.85907,2019-10-29,93,485.61698569502494,45162.37966963732
비에날씬,1.09474,2019-10-30,93,285.96251831279704,26594.514203090126
비에날씬,0.79617,2019-10-31,93,207.97155325017775,19341.354452266532
비에날씬,2.20939,2019-11-01,93,577.1258274431469,53672.701952212665
비에날씬,0.58917,2019-11-02,93,153.9000465081669,14312.704325259521
비에날씬,0.48566,2019-11-03,93,126.86168098707728,11798.136331798187
비에날씬,1.64808,2019-11-04,93,430.50323106943614,40036.800489457564
비에날씬,1.10668,2019-11-05,93,289.08142551327825,26884.572572734876
비에날씬,1.23805,2019-11-06,93,323.397241168824,30075.943428700633
비에날씬,1.0191,2019-11-07,93,266.2042150762477,24756.992002091036
비에날씬,0.99124,2019-11-08,93,258.9267649417916,24080.18913958662
비에날씬,0.69267,2019-11-09,93,180.93579987917235,16827.02938876303
비에날씬,0.79219,2019-11-10,93,206.931917516684,19244.668329051612
비에날씬,1.26194,2019-11-11,93,329.6376677198706,30656.303097947966
비에날씬,0.76035,2019-11-12,93,198.6148316487341,18471.17934333227
비에날씬,3.14092,2019-11-13,93,820.4554442324483,76302.35631361768
비에날씬,0.77627,2019-11-14,93,202.7733745827091,18857.923836191945
비에날씬,0.55334,2019-11-15,93,144.54071275663912,13442.286286367438
비에날씬,1.13853,2019-11-16,93,297.4011235313123,27658.304488412043
비에날씬,3.09315,2019-11-17,93,807.9772032804393,75141.87990508086
비에날씬,0.97929,2019-11-18,93,255.80524559122625,23789.887839984043
비에날씬,0.79219,2019-11-19,93,206.931917516684,19244.668329051612
비에날씬,0.83996,2019-11-20,93,219.41015846869303,20405.144737588453
비에날씬,0.56528,2019-11-21,93,147.65961995712033,13732.34465601219
비에날씬,0.832,2019-11-22,93,217.33088700170555,20211.772491158616
비에날씬,0.50955,2019-11-23,93,133.10210753812385,12378.496001045518
비에날씬,0.69267,2019-11-24,93,180.93579987917235,16827.02938876303
비에날씬,1.21417,2019-11-25,93,317.1594267678616,29495.82668941113
비에날씬,1.0828,2019-11-26,93,282.84361111231584,26304.455833445372
비에날씬,2.27707,2019-11-27,93,594.8048592127087,55316.851906781914
비에날씬,0.68869,2019-11-28,93,179.8961641456786,16730.34326554811
비에날씬,0.64092,2019-11-29,93,167.41792319366962,15569.866857011275
비에날씬,2.04219,2019-11-30,93,533.4506780360734,49610.91305735483
비에날씬,1.40923,2019-12-01,93,368.1120263093912,34234.41844677338
비에날씬,1.38933,2019-12-02,93,362.9138476419225,33750.98783069879
비에날씬,1.11863,2019-12-03,93,292.2029448638436,27174.87387233745
비에날씬,1.05493,2019-12-04,93,275.5635488277755,25627.41004098312
비에날씬,0.90764,2019-12-05,93,237.08919023825484,22049.294692157702
비에날씬,0.71656,2019-12-06,93,187.1762264302189,17407.389058010358
비에날씬,0.43789,2019-12-07,93,114.38344003506832,10637.659923261353
비에날씬,0.45382,2019-12-08,93,118.54459511912742,11024.647346078851
비에날씬,0.80812,2019-12-09,93,211.0930726007431,19631.655751869108
비에날씬,0.61305,2019-12-10,93,160.1378609091293,14892.821064549025
비에날씬,0.94347,2019-12-11,93,246.4485239897826,22919.71273104978
비에날씬,0.74044,2019-12-12,93,193.41404083118127,17987.50579729986
비에날씬,1.68391,2019-12-13,93,439.862564820964,40907.21852834965
비에날씬,0.55732,2019-12-14,93,145.58034849013288,13538.972409582357
비에날씬,0.82802,2019-12-15,93,216.2912512682118,20115.086367943695
비에날씬,1.21019,2019-12-16,93,316.11979103436784,29399.14056619621
비에날씬,0.84394,2019-12-17,93,220.44979420218675,20501.83086080337
비에날씬,0.68471,2019-12-18,93,178.85652841218487,16633.65714233319
비에날씬,1.58837,2019-12-19,93,414.906082916946,38586.26571127598
비에날씬,0.88773,2019-12-20,93,231.888399420702,21565.621146125286
비에날씬,0.625,2019-12-21,93,163.25938025969467,15183.122364151604
비에날씬,0.68869,2019-12-22,93,179.8961641456786,16730.34326554811
비에날씬,1.0191,2019-12-23,93,266.2042150762477,24756.992002091036
비에날씬,0.52945,2019-12-24,93,138.30028620559256,12861.926617120107
비에날씬,2.78264,2019-12-25,93,726.8673310173388,67598.6617846125
비에날씬,0.77229,2019-12-26,93,201.73373884921537,18761.23771297703
비에날씬,0.88773,2019-12-27,93,231.888399420702,21565.621146125286
비에날씬,1.18232,2019-12-28,93,308.83972874982754,28722.094773733963
비에날씬,0.52547,2019-12-29,93,137.2606504720988,12765.240493905188
비에날씬,0.625,2019-12-30,93,163.25938025969467,15183.122364151604
비에날씬,0.49363,2019-12-31,93,128.94356460414895,11991.751508185853
비에날씬,1.01114,2020-01-01,93,264.12494360926024,24563.619755661202
비에날씬,0.87579,2020-01-02,93,228.7694922202208,21275.562776480536
비에날씬,0.87977,2020-01-03,93,229.80912795371452,21372.24889969545
비에날씬,0.80414,2020-01-04,93,210.0534368672494,19534.969628654195
비에날씬,1.18232,2020-01-05,93,308.83972874982754,28722.094773733963
비에날씬,0.98328,2020-01-06,93,256.84749347480414,23886.816893156785
비에날씬,1.84713,2020-01-07,93,482.4980784945437,44872.32129999256
비에날씬,0.99522,2020-01-08,93,259.96640067528534,24176.875262801535
비에날씬,1.26592,2020-01-09,93,330.6773034533643,30752.98922116288
비에날씬,0.74442,2020-01-10,93,194.45367656467505,18084.19192051478
비에날씬,0.90764,2020-01-11,93,237.08919023825484,22049.294692157702
비에날씬,1.15843,2020-01-12,93,302.599302198781,28141.735104486634
비에날씬,2.13375,2020-01-13,93,557.3675242065976,51835.17975121358
비에날씬,1.9785,2020-01-14,93,516.8138941500895,48063.69215595832
비에날씬,1.22213,2020-01-15,93,319.23869823484904,29689.19893584096
비에날씬,0.832,2020-01-16,93,217.33088700170555,20211.772491158616
비에날씬,0.80414,2020-01-17,93,210.0534368672494,19534.969628654195
비에날씬,0.68471,2020-01-18,93,178.85652841218487,16633.65714233319
비에날씬,0.69665,2020-01-19,93,181.97543561266608,16923.715511977945
비에날씬,0.65286,2020-01-20,93,170.53683039415083,15859.925226656027
